ensembl_gene_id	chromosome_name	start_position	end_position	percentage_gene_gc_content	description
ENSG00000101076	20	44355700	44434596	48.21	hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]
ENSG00000229005	20	44372746	44395706	46.47	HNF4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49505]
ENSG00000233376	20	44389624	44391537	54.34	novel transcript, antisense to HNF4A
ENSG00000266151	20	44408120	44408203	38.1	microRNA 3646 [Source:HGNC Symbol;Acc:HGNC:38935]
ENSG00000168746	20	44436172	44465349	45.9	long intergenic non-protein coding RNA 1620 [Source:HGNC Symbol;Acc:HGNC:16195]
ENSG00000226243	20	44466564	44466842	53.05	ribosomal protein L37a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16548]
ENSG00000124120	20	44475886	44494603	46.55	alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114]
ENSG00000132824	20	44496221	44522109	42.56	serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]
ENSG00000168734	20	44531785	44624247	44.32	cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019]
ENSG00000196839	20	44619522	44652233	53.46	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
ENSG00000283440	20	44656451	44663498	48.51	long intergenic non-protein coding RNA 1260 [Source:HGNC Symbol;Acc:HGNC:49900]
ENSG00000132832	20	44656451	44696096	46.49	novel transcript
ENSG00000244558	20	44694892	44746021	49.42	KCNK15 and WISP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49901]
ENSG00000064205	20	44714844	44728509	51.46	WNT1 inducible signaling pathway protein 2 [Source:HGNC Symbol;Acc:HGNC:12770]
ENSG00000124249	20	44745780	44752313	54.9	potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]
ENSG00000276223	20	44746642	44747201	49.64	novel transcript, sense intronic to KCNK15
ENSG00000101098	20	44751808	44810338	49.54	regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]
ENSG00000277708	20	44841925	44842539	44.07	piggyBac transposable element derived 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44077]
ENSG00000166913	20	44885676	44908532	40.42	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]
ENSG00000101104	20	44910062	44959035	47.22	poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]
ENSG00000025772	20	44942130	44960486	45.11	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
ENSG00000227477	20	44963794	44966402	45.07	STK4 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:43811]
ENSG00000101109	20	44966474	45079959	38.46	serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]
ENSG00000252021	20	45004348	45004454	49.53	
ENSG00000124134	20	45092310	45101112	52.54	potassium voltage-gated channel modifier subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:6300]
ENSG00000175121	20	45109452	45115172	51.91	WAP four-disulfide core domain 5 [Source:HGNC Symbol;Acc:HGNC:20477]
ENSG00000168703	20	45123425	45124465	53.22	WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115]
ENSG00000283142	20	45137706	45138976	48.07	WAP four-disulfide core domain 15 family pseudogene
ENSG00000124102	20	45174876	45176544	51.23	peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]
ENSG00000124233	20	45206997	45209772	41.57	semenogelin 1 [Source:HGNC Symbol;Acc:HGNC:10742]
ENSG00000124157	20	45221300	45224458	40.84	semenogelin 2 [Source:HGNC Symbol;Acc:HGNC:10743]
ENSG00000233352	20	45229817	45230191	54.67	WAP four-disulfide core domain 15B (Wfdc15b) pseudogene
ENSG00000243995	20	45230868	45233331	43.71	uncharacterized LOC105372630 [Source:NCBI gene;Acc:105372630]
ENSG00000124107	20	45252239	45254564	51.29	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]
ENSG00000124159	20	45293445	45308529	51.04	matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]
ENSG00000124232	20	45306851	45317824	54.82	recombination signal binding protein for immunoglobulin kappa J region like [Source:HGNC Symbol;Acc:HGNC:13761]
ENSG00000124145	20	45325288	45348424	49.94	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]
ENSG00000275894	20	45345115	45345823	49.79	novel transcript, sense intronic to SDC4
ENSG00000204070	20	45361937	45376798	49.54	SYS1, golgi trafficking protein [Source:HGNC Symbol;Acc:HGNC:16162]
ENSG00000254806	20	45363200	45410610	45.96	SYS1-DBNDD2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33535]
ENSG00000124251	20	45372563	45407889	45.13	TP53 target 5 [Source:HGNC Symbol;Acc:HGNC:15856]
ENSG00000232880	20	45388347	45388705	41.78	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:45258]
ENSG00000244274	20	45406057	45410610	55.82	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]
ENSG00000124155	20	45416067	45456934	45.92	phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]
ENSG00000273555	20	45425510	45425573	64.06	microRNA 6812 [Source:HGNC Symbol;Acc:HGNC:50116]
ENSG00000277022	20	45435272	45448325	44.78	novel transcript
ENSG00000101443	20	45469706	45481532	46.83	WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]
ENSG00000237464	20	45487613	45490248	50	novel transcript
ENSG00000237068	20	45490818	45491671	43.68	ribosomal protein L5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16568]
ENSG00000101446	20	45512461	45515624	42.98	serine peptidase inhibitor, Kunitz type 3 [Source:HGNC Symbol;Acc:HGNC:11248]
ENSG00000243543	20	45534196	45539495	44.68	WAP four-disulfide core domain 6 [Source:HGNC Symbol;Acc:HGNC:16164]
ENSG00000232135	20	45536796	45537014	39.73	cytochrome C oxidase subunit VIc (COX6C) pseudogene
ENSG00000249139	20	45536986	45547426	45.07	EPPIN-WFDC6 readthrough [Source:HGNC Symbol;Acc:HGNC:38825]
ENSG00000229900	20	45539983	45540227	42.86	heat shock protein family D (Hsp60) member 1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:38592]
ENSG00000101448	20	45540626	45547752	44.93	epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932]
ENSG00000158901	20	45551153	45579326	40.56	WAP four-disulfide core domain 8 [Source:HGNC Symbol;Acc:HGNC:16163]
ENSG00000201923	20	45559758	45559876	46.22	RNA, 5S ribosomal pseudogene 485 [Source:HGNC Symbol;Acc:HGNC:43385]
ENSG00000230860	20	45567990	45568807	42.67	cyclin B1 interacting protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37694]
ENSG00000180205	20	45607939	45631268	39.35	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]
ENSG00000180305	20	45629526	45631196	48.06	WAP four-disulfide core domain 10A [Source:HGNC Symbol;Acc:HGNC:16139]
ENSG00000235508	20	45640486	45641370	60.56	ribosomal protein S2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:15838]
ENSG00000180083	20	45648563	45670270	39.66	WAP four-disulfide core domain 11 [Source:HGNC Symbol;Acc:HGNC:20478]
ENSG00000182931	20	45684653	45705019	41.5	WAP four-disulfide core domain 10B [Source:HGNC Symbol;Acc:HGNC:20479]
ENSG00000168634	20	45702016	45708817	43.96	WAP four-disulfide core domain 13 [Source:HGNC Symbol;Acc:HGNC:16131]
ENSG00000266071	20	45705102	45705180	43.04	microRNA 3617 [Source:HGNC Symbol;Acc:HGNC:38977]
ENSG00000149651	20	45722351	45725830	42.18	serine peptidase inhibitor, Kunitz type 4 [Source:HGNC Symbol;Acc:HGNC:16130]
ENSG00000226188	20	45745737	45746287	45.37	heterogeneous nuclear ribonucleoprotein A1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16567]
ENSG00000124116	20	45747944	45791932	45.6	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]
ENSG00000168630	20	45749920	45750074	36.77	serine peptidase inhibitor, Kunitz type 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:16161]
ENSG00000221046	20	45778698	45778823	47.62	RNA, U6atac small nuclear 38, pseudogene [Source:HGNC Symbol;Acc:HGNC:46937]
ENSG00000101457	20	45791937	45811427	46	deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]
ENSG00000175063	20	45812576	45816957	51.32	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]
ENSG00000101470	20	45823214	45833745	51.86	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]
ENSG00000124104	20	45833810	45843275	52.47	sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154]
ENSG00000101473	20	45841721	45857406	49.06	acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]
ENSG00000277051	20	45847630	45847940	51.13	
ENSG00000132801	20	45857617	45879122	46.55	zinc finger SWIM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16157]
ENSG00000168612	20	45881227	45885266	50.32	zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]
ENSG00000149634	20	45886489	45887635	58.85	spermatogenesis associated 25 [Source:HGNC Symbol;Acc:HGNC:16158]
ENSG00000124257	20	45888625	45891287	56.82	neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16156]
ENSG00000064601	20	45890144	45898820	56.04	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]
ENSG00000271984	20	45892694	45893419	56.06	novel transcript, antisense to CTSA
ENSG00000100979	20	45898621	45912155	51.86	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
ENSG00000285796	20	45926518	45935055	51.48	novel transcript
ENSG00000100982	20	45934628	45948023	53.89	PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200]
ENSG00000198026	20	45948653	45972172	53.47	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
ENSG00000235525	20	45975249	45976075	52	ferritin light chain pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16547]
ENSG00000100985	20	46008908	46016561	56.94	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]
ENSG00000204044	20	46013500	46022073	50.06	SLC12A5 and MMP9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53143]
ENSG00000124140	20	46021690	46060152	53.29	solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818]
ENSG00000124160	20	46060985	46089952	41.78	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]
ENSG00000213820	20	46099518	46100176	59.94	ribosomal protein L13 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16342]
ENSG00000101017	20	46118272	46129863	49.21	CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
ENSG00000229957	20	46168404	46171237	48.45	novel transcript
ENSG00000149654	20	46173733	46308498	51.18	cadherin 22 [Source:HGNC Symbol;Acc:HGNC:13251]
ENSG00000080189	20	46345980	46364458	53.97	solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
ENSG00000273828	20	46364551	46390885	45.96	novel transcript, antisense to ELMO2
ENSG00000062598	20	46366049	46432985	44.15	engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]
ENSG00000215452	20	46414228	46459276	41.57	zinc finger protein 663, pseudogene [Source:HGNC Symbol;Acc:HGNC:25342]
ENSG00000283757	20	46455033	46496731	39.83	novel transcript
ENSG00000225849	20	46463719	46477232	39.51	makorin ring finger protein 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:7119]
ENSG00000184617	20	46484461	46492640	36.5	zinc finger protein 840, pseudogene [Source:HGNC Symbol;Acc:HGNC:34344]
ENSG00000198185	20	46499630	46513559	40.56	zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]
ENSG00000149635	20	46540946	46550574	48.08	osteoclast stimulatory transmembrane protein [Source:HGNC Symbol;Acc:HGNC:16116]
ENSG00000158296	20	46557823	46684467	45.08	solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]
ENSG00000273893	20	46681676	46682375	46	novel transcript, sense intronic to SLC13A3
ENSG00000172315	20	46684365	46689779	45.1	TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]
ENSG00000271784	20	46689659	46690289	47.23	novel transcript, antisense to TP53RK
ENSG00000197496	20	46709487	46736347	47.56	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
ENSG00000222874	20	46859333	46859672	47.94	RNA, 7SK small nuclear pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:45757]
ENSG00000235922	20	46863563	46864104	49.45	ribosomal protein L13 (RPL13) pseudogene
ENSG00000064655	20	46894624	47188844	45.44	EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]
ENSG00000236028	20	46901143	46901726	44.86	novel transcript
ENSG00000226769	20	46997596	46998488	51.18	glyceraldehyde 3 phosphate dehydrogenase pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:38560]
ENSG00000239783	20	47071865	47072236	53.49	ribosomal protein L27A (RPL27A) pseudogene
ENSG00000215450	20	47160838	47161700	57.13	ribosomal protein S2 (RPS2) pseudogene
ENSG00000264901	20	47166967	47167058	54.35	microRNA 3616 [Source:HGNC Symbol;Acc:HGNC:38943]
ENSG00000101040	20	47209214	47356889	46.13	zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]
ENSG00000267882	20	47318502	47320754	51.93	uncharacterized LOC100131496 [Source:NCBI gene;Acc:100131496]
ENSG00000273451	20	47348137	47349142	45.92	novel transcript, sense intronic to ZMYND8
ENSG00000231119	20	47352561	47354633	45.73	uncharacterized LOC101927377 [Source:NCBI gene;Acc:101927377]
ENSG00000224565	20	47391929	47412327	46.74	long intergenic non-protein coding RNA 1754 [Source:HGNC Symbol;Acc:HGNC:52542]
ENSG00000234075	20	47478214	47479010	47.05	ribosomal protein L35a pseudogene [Source:HGNC Symbol;Acc:HGNC:16546]
ENSG00000202186	20	47484278	47484381	37.5	RNA, U6 small nuclear 497, pseudogene [Source:HGNC Symbol;Acc:HGNC:47460]
ENSG00000201742	20	47492978	47493085	41.67	RNA, U6 small nuclear 563, pseudogene [Source:HGNC Symbol;Acc:HGNC:47526]
ENSG00000124151	20	47501902	47656877	41.15	nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]
ENSG00000229853	20	47630266	47631438	42.11	ribosomal protein S3A (RPS3A) pseudogene
ENSG00000196562	20	47656348	47786616	50.48	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
ENSG00000255438	20	47677901	47686297	53.63	novel transcript, antisense to SULF2
ENSG00000238950	20	47826969	47827044	52.63	RNA, U7 small nuclear 173 pseudogene [Source:HGNC Symbol;Acc:HGNC:45707]
ENSG00000215448	20	47859788	47860672	56.5	spermidine synthase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16552]
ENSG00000251770	20	47873191	47873273	59.04	RNA, 5S ribosomal pseudogene 486 [Source:HGNC Symbol;Acc:HGNC:43386]
ENSG00000238785	20	47904348	47904423	50	RNA, U7 small nuclear 92 pseudogene [Source:HGNC Symbol;Acc:HGNC:45626]
ENSG00000234967	20	47950799	47952055	54.57	novel transcript
ENSG00000228503	20	47958022	47958603	53.78	novel transcript
ENSG00000237423	20	47980488	47988744	45.48	long intergenic non-protein coding RNA 1522 [Source:HGNC Symbol;Acc:HGNC:51224]
ENSG00000229522	20	47983404	47984313	55.27	long intergenic non-protein coding RNA 1523 [Source:HGNC Symbol;Acc:HGNC:51225]
ENSG00000276923	20	48073869	48074188	49.06	novel transcript
ENSG00000235621	20	48359950	48370629	47.87	long intergenic non-protein coding RNA 494 [Source:HGNC Symbol;Acc:HGNC:27657]
ENSG00000236874	20	48383323	48384895	48.38	novel transcript
ENSG00000274261	20	48407367	48410716	43.28	novel transcript
ENSG00000281365	20	48471308	48472414	46.7	novel transcript
ENSG00000281460	20	48476999	48477553	48.29	novel transcript
ENSG00000238452	20	48494234	48494309	50	RNA, U7 small nuclear 144 pseudogene [Source:HGNC Symbol;Acc:HGNC:45678]
ENSG00000124126	20	48624252	48827883	50.46	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]
ENSG00000278231	20	48821688	48849458	47.64	novel transcript
ENSG00000124198	20	48921890	49036693	43.19	ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853]
ENSG00000230758	20	49038357	49038602	42.28	synaptosome associated protein 23 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16561]
ENSG00000227431	20	49040463	49046044	48.21	CSE1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51232]
ENSG00000124207	20	49046246	49096960	41.33	chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]
ENSG00000124214	20	49113339	49188367	43.2	staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
ENSG00000226284	20	49134480	49135012	40.71	actin related protein 2/3 complex subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16092]
ENSG00000124228	20	49219295	49244077	49.05	DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]
ENSG00000124201	20	49237946	49278426	45.85	zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]
ENSG00000177410	20	49278178	49295738	45.74	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
ENSG00000277830	20	49278427	49278624	64.65	
ENSG00000209042	20	49278940	49279028	41.57	small nucleolar RNA, C/D box 12C [Source:HGNC Symbol;Acc:HGNC:10105]
ENSG00000274760	20	49279116	49279208	52.69	
ENSG00000222365	20	49280319	49280409	41.76	small nucleolar RNA, C/D box 12B [Source:HGNC Symbol;Acc:HGNC:33573]
ENSG00000277967	20	49280485	49280571	35.63	
ENSG00000212304	20	49280683	49280772	47.78	small nucleolar RNA, C/D box 12 [Source:HGNC Symbol;Acc:HGNC:32708]
ENSG00000158445	20	49293394	49484297	47.83	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]
ENSG00000283529	20	49318337	49441654	47.75	somatomedin B and thrombospondin type 1 domain containing (SBSPON) pseudogene
ENSG00000124212	20	49503874	49568146	46.17	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]
ENSG00000158470	20	49632945	49713878	42.32	beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]
ENSG00000276031	20	49721949	49722247	53.85	RNA, 7SL, cytoplasmic 197, pseudogene [Source:HGNC Symbol;Acc:HGNC:46213]
ENSG00000231878	20	49729591	49729842	41.67	small nuclear ribonucleoprotein polypeptide F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16551]
ENSG00000252540	20	49794811	49794914	38.46	RNA, U6 small nuclear 919, pseudogene [Source:HGNC Symbol;Acc:HGNC:47882]
ENSG00000197818	20	49812713	49892242	45.56	solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]
ENSG00000237788	20	49829125	49831085	51.15	cytokine-like nuclear factor n-pac (N-PAC) pseudogene
ENSG00000158480	20	49903391	49915508	52.29	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]
ENSG00000199490	20	49920597	49920694	40.82	
ENSG00000269103	20	49932795	49933078	52.46	
ENSG00000124226	20	49936336	49953892	46.63	ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]
ENSG00000229222	20	49956745	49958032	55.75	keratin 18 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16604]
ENSG00000206710	20	49972106	49972212	37.38	RNA, U6 small nuclear 147, pseudogene [Source:HGNC Symbol;Acc:HGNC:47110]
ENSG00000124216	20	49982999	49988886	55.16	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]
ENSG00000231265	20	50040716	50041504	57.29	translation regulatory long non-coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:44307]
ENSG00000244687	20	50081124	50115959	44.49	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]
ENSG00000124208	20	50081124	50153637	48.38	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521]
ENSG00000240849	20	50118254	50153734	52.37	transmembrane protein 189 [Source:HGNC Symbol;Acc:HGNC:16735]
ENSG00000237595	20	50162765	50166102	47.15	novel transcript
ENSG00000234698	20	50166362	50171742	47.46	novel transcript
ENSG00000231742	20	50172550	50176671	49.64	long intergenic non-protein coding RNA 1273 [Source:HGNC Symbol;Acc:HGNC:50329]
ENSG00000277449	20	50184598	50191498	56.95	CEBPB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51226]
ENSG00000172216	20	50190734	50192689	66.16	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]
ENSG00000224397	20	50267486	50279795	56.25	small integral membrane protein 25 [Source:HGNC Symbol;Acc:HGNC:50328]
ENSG00000203999	20	50292720	50314922	53.02	long intergenic non-protein coding RNA 1270 [Source:HGNC Symbol;Acc:HGNC:27658]
ENSG00000233077	20	50310711	50321342	49.45	long intergenic non-protein coding RNA 1271 [Source:HGNC Symbol;Acc:HGNC:50327]
ENSG00000244376	20	50429190	50429483	55.1	RNA, 7SL, cytoplasmic 636, pseudogene [Source:HGNC Symbol;Acc:HGNC:46652]
ENSG00000231715	20	50479767	50479991	40.89	cytochrome c oxidase subunit 6C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16600]
ENSG00000196396	20	50510321	50585241	43.56	protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]
ENSG00000239742	20	50557682	50557998	56.78	RNA, 7SL, cytoplasmic 672, pseudogene [Source:HGNC Symbol;Acc:HGNC:46688]
